satisfaction,gender,age,customer_type,type_of_travel,class,flight_distance,"комфорт, еда, развлечения",сервис/обслуживание,интернет сервис,основные функции
1,1,25,1,1,2,1516,2.0,4.0,4.0,3.0
1,0,28,0,1,2,991,4.0,3.0,4.0,4.0
0,1,27,0,1,0,991,4.0,2.0,3.0,2.0
1,0,54,0,1,2,991,3.0,4.0,3.0,2.0
0,0,25,0,1,0,991,1.0,3.0,3.0,4.0
0,0,46,1,1,2,3705,3.0,3.0,3.0,3.0
0,0,12,0,1,0,991,2.0,3.0,2.0,2.0
0,0,22,1,1,2,2123,1.0,3.0,1.0,2.0
0,1,22,0,1,0,991,5.0,2.0,2.0,2.0
1,1,54,1,1,0,591,5.0,2.0,3.0,4.0
0,0,41,1,0,0,991,2.0,3.0,3.0,3.0
0,0,57,1,0,0,991,4.0,2.0,1.0,3.0
0,0,42,1,0,0,991,3.0,3.0,3.0,3.0
0,0,61,1,0,0,991,3.0,3.0,2.0,2.0
0,1,15,1,0,0,991,4.0,2.0,2.0,1.0
1,1,40,1,1,2,2060,3.0,4.0,2.0,4.0
0,0,23,1,1,1,991,1.0,2.0,3.0,2.0
0,0,24,1,0,1,991,4.0,4.0,3.0,3.0
0,1,22,0,1,2,541,1.0,3.0,2.0,1.0
0,1,30,1,0,2,495,2.0,2.0,3.0,4.0
0,0,27,1,0,2,495,4.0,3.0,3.0,2.0
1,1,33,1,1,2,1796,4.0,4.0,3.0,3.0
1,1,53,1,1,2,541,3.0,4.0,2.0,3.0
0,1,26,0,1,2,495,1.0,4.0,3.0,2.0
1,1,29,1,1,2,1793,3.0,3.0,4.0,3.0
1,1,51,1,1,2,3980,4.0,4.0,4.0,3.0
0,0,35,0,1,2,495,4.0,4.0,3.0,3.0
0,0,50,0,1,2,541,2.0,3.0,2.0,2.0
0,1,47,1,1,2,495,2.0,1.0,1.0,4.0
0,1,25,0,1,2,541,3.0,4.0,3.0,1.0
1,0,48,1,1,2,541,3.0,5.0,2.0,3.0
1,1,52,1,1,2,3073,3.0,2.0,3.0,3.0
0,0,17,1,1,2,495,2.0,3.0,3.0,2.0
0,1,12,1,1,2,495,2.0,3.0,4.0,3.0
0,0,62,0,1,0,495,4.0,3.0,3.0,3.0
0,1,59,1,1,0,541,1.0,3.0,4.0,2.0
0,1,34,0,1,2,495,3.0,3.0,1.0,3.0
1,0,33,1,1,2,2774,3.0,2.0,2.0,4.0
0,1,57,1,1,2,2578,2.0,1.0,3.0,3.0
0,1,55,1,1,2,3807,2.0,2.0,3.0,3.0
0,0,25,1,1,2,2628,2.0,3.0,3.0,3.0
1,0,58,1,0,0,495,3.0,3.0,4.0,4.0
0,0,52,1,0,0,495,2.0,1.0,2.0,3.0
0,0,61,1,0,0,541,3.0,3.0,3.0,3.0
0,0,49,1,0,0,541,3.0,2.0,3.0,3.0
0,0,25,1,0,0,541,0.0,4.0,3.0,3.0
0,1,61,1,0,0,541,3.0,4.0,3.0,3.0
0,1,69,1,0,0,495,4.0,4.0,4.0,2.0
0,0,70,1,0,0,495,2.0,3.0,2.0,2.0
0,0,45,1,0,0,495,3.0,1.0,2.0,3.0
0,0,38,1,0,0,541,1.0,4.0,3.0,2.0
0,1,66,1,1,1,495,1.0,3.0,3.0,2.0
1,1,10,1,1,2,495,4.0,4.0,3.0,3.0
0,0,22,1,1,1,541,2.0,3.0,4.0,3.0
1,1,23,1,1,1,495,4.0,2.0,2.0,1.0
1,1,53,1,1,2,3616,4.0,4.0,3.0,2.0
1,0,26,1,1,2,2218,4.0,4.0,1.0,3.0
1,0,59,1,1,2,2171,3.0,4.0,3.0,3.0
0,0,48,0,1,2,1224,2.0,4.0,2.0,2.0
1,0,38,1,1,2,2938,3.0,4.0,3.0,3.0
1,0,24,0,1,0,1224,1.0,4.0,3.0,3.0
0,1,52,1,1,2,3965,3.0,2.0,3.0,2.0
0,1,12,0,1,0,1154,1.0,3.0,3.0,3.0
0,0,59,1,1,0,1154,3.0,2.0,4.0,2.0
1,1,9,1,0,0,1224,3.0,4.0,3.0,4.0
0,1,70,1,0,0,1224,4.0,2.0,3.0,1.0
0,1,19,1,0,0,1085,3.0,4.0,3.0,3.0
0,0,28,1,0,0,1224,2.0,3.0,2.0,2.0
0,1,32,1,0,0,1154,1.0,4.0,3.0,4.0
1,0,47,1,1,2,3011,4.0,4.0,3.0,3.0
0,0,22,0,1,0,1154,4.0,3.0,3.0,2.0
0,0,28,1,1,1,1085,2.0,3.0,4.0,2.0
1,1,40,1,1,2,1436,3.0,4.0,3.0,3.0
0,0,30,1,1,2,1436,1.0,3.0,2.0,2.0
1,0,18,1,1,2,1436,4.0,2.0,2.0,4.0
0,0,48,1,0,0,1436,3.0,3.0,2.0,3.0
0,1,52,1,1,1,1436,2.0,2.0,4.0,2.0
0,0,21,1,0,1,1436,4.0,3.0,2.0,1.0
0,0,59,1,0,2,1620,4.0,4.0,3.0,3.0
1,0,22,0,1,2,753,3.0,4.0,2.0,4.0
1,1,28,1,1,2,1620,4.0,4.0,3.0,3.0
1,1,60,1,1,2,1620,4.0,4.0,3.0,3.0
1,1,46,1,1,2,1620,3.0,3.0,4.0,3.0
1,0,40,1,1,2,1620,3.0,4.0,3.0,3.0
0,1,45,1,1,0,1620,1.0,3.0,2.0,3.0
0,0,15,0,1,0,1146,1.0,2.0,2.0,2.0
1,1,52,1,1,2,1620,3.0,4.0,4.0,4.0
0,1,30,0,1,0,1137,4.0,3.0,3.0,3.0
0,0,58,1,1,2,1620,2.0,1.0,3.0,3.0
0,0,43,0,1,0,1620,2.0,2.0,2.0,1.0
0,1,68,1,0,0,1620,3.0,4.0,3.0,3.0
0,1,60,1,0,0,1620,3.0,3.0,2.0,1.0
0,1,70,1,0,0,1620,1.0,4.0,4.0,3.0
0,1,17,1,0,0,1620,0.0,4.0,2.0,2.0
0,1,49,1,0,0,1620,4.0,3.0,3.0,3.0
0,1,60,1,0,1,1620,4.0,3.0,2.0,1.0
1,0,42,1,1,2,3348,3.0,4.0,2.0,3.0
0,0,33,0,1,2,349,2.0,4.0,2.0,2.0
0,0,42,1,1,2,3384,3.0,1.0,4.0,3.0
1,0,49,1,1,2,349,3.0,5.0,1.0,3.0
1,0,51,1,1,2,3807,3.0,2.0,0.0,3.0
0,0,18,1,1,2,349,3.0,2.0,3.0,3.0
1,0,51,1,1,2,349,3.0,4.0,1.0,3.0
1,0,35,1,1,2,3001,4.0,4.0,1.0,3.0
0,0,7,1,1,2,349,2.0,2.0,2.0,3.0
0,0,35,1,1,2,2603,2.0,3.0,2.0,3.0
0,0,33,0,1,0,349,3.0,3.0,3.0,3.0
0,1,21,1,0,0,349,3.0,4.0,3.0,2.0
0,1,60,1,0,0,349,1.0,3.0,3.0,3.0
0,1,9,1,0,0,349,1.0,2.0,2.0,3.0
0,1,34,1,0,0,349,2.0,3.0,3.0,2.0
0,0,60,1,0,0,349,3.0,2.0,2.0,2.0
0,0,28,1,0,0,349,1.0,3.0,3.0,3.0
0,1,43,1,0,0,349,4.0,3.0,3.0,2.0
0,1,20,1,0,0,349,2.0,3.0,3.0,3.0
0,0,22,1,0,0,349,2.0,3.0,3.0,4.0
0,1,53,1,0,0,349,4.0,3.0,3.0,2.0
0,0,38,0,1,2,349,3.0,4.0,3.0,2.0
0,0,44,1,0,1,349,3.0,3.0,2.0,2.0
0,0,22,1,0,2,1605,3.0,3.0,4.0,3.0
1,0,33,1,1,2,1605,3.0,5.0,3.0,3.0
1,1,23,1,1,2,1605,4.0,3.0,1.0,3.0
0,0,29,0,1,2,1605,4.0,3.0,2.0,2.0
0,1,52,1,1,2,1605,2.0,2.0,3.0,3.0
1,1,43,1,1,2,1605,3.0,4.0,1.0,3.0
1,1,47,1,1,2,1605,4.0,3.0,3.0,3.0
1,0,56,1,1,2,1605,4.0,4.0,2.0,4.0
1,0,53,1,1,2,1605,3.0,4.0,1.0,3.0
1,0,54,1,1,2,1605,4.0,3.0,3.0,3.0
0,0,53,1,1,0,1605,3.0,2.0,3.0,2.0
1,1,42,1,1,2,1005,2.0,3.0,3.0,4.0
1,1,39,1,1,2,3085,3.0,3.0,3.0,4.0
0,0,17,1,0,2,804,5.0,2.0,2.0,1.0
1,1,50,1,1,2,3768,3.0,4.0,4.0,4.0
1,0,27,1,1,2,1865,4.0,4.0,2.0,3.0
1,1,38,0,1,2,628,1.0,3.0,2.0,3.0
1,1,59,1,1,2,2856,3.0,3.0,4.0,4.0
1,0,32,1,1,2,2196,4.0,4.0,3.0,3.0
0,1,36,0,1,2,804,2.0,4.0,3.0,3.0
1,0,42,1,1,2,1902,3.0,4.0,2.0,3.0
1,1,31,1,1,2,628,4.0,4.0,2.0,4.0
1,0,48,1,1,2,2567,3.0,4.0,1.0,3.0
1,1,52,1,1,2,3947,3.0,1.0,3.0,3.0
1,1,30,1,1,2,3386,3.0,4.0,4.0,3.0
1,0,25,1,1,2,628,3.0,4.0,1.0,3.0
1,1,31,1,1,2,2554,4.0,3.0,3.0,3.0
1,1,53,1,1,2,1820,3.0,4.0,1.0,3.0
0,1,38,0,1,0,628,2.0,3.0,3.0,3.0
1,0,42,1,1,2,2751,3.0,3.0,3.0,4.0
0,1,29,1,1,2,2515,4.0,3.0,2.0,1.0
1,0,24,1,1,2,628,2.0,4.0,2.0,3.0
1,1,53,1,1,2,628,3.0,5.0,2.0,3.0
0,1,17,0,1,0,628,3.0,3.0,3.0,2.0
1,1,15,1,1,2,2909,4.0,4.0,1.0,3.0
1,1,60,1,1,2,628,3.0,4.0,2.0,4.0
0,0,11,0,1,0,804,4.0,4.0,2.0,3.0
0,1,12,0,1,0,628,3.0,2.0,2.0,2.0
0,1,20,0,1,0,804,5.0,2.0,3.0,2.0
0,1,55,1,1,2,3893,3.0,2.0,4.0,3.0
1,0,55,1,1,2,628,4.0,3.0,1.0,3.0
1,0,59,1,1,2,2984,4.0,4.0,3.0,3.0
0,0,27,0,1,0,628,4.0,3.0,3.0,3.0
0,1,23,1,1,2,1835,2.0,3.0,4.0,3.0
1,1,23,0,1,0,628,5.0,3.0,2.0,0.0
0,1,18,0,1,0,628,1.0,3.0,2.0,3.0
0,0,40,1,1,2,628,3.0,3.0,4.0,2.0
0,0,7,1,1,2,628,3.0,3.0,3.0,3.0
0,1,52,1,1,0,628,2.0,3.0,2.0,2.0
0,1,60,1,1,0,628,3.0,2.0,1.0,3.0
0,1,45,1,1,2,2671,3.0,2.0,4.0,2.0
1,1,34,1,1,2,2257,3.0,3.0,4.0,2.0
0,1,25,1,1,2,228,1.0,2.0,3.0,2.0
0,1,16,0,1,0,628,1.0,3.0,3.0,3.0
1,1,37,1,1,0,404,3.0,2.0,3.0,3.0
1,1,67,0,1,2,228,1.0,3.0,3.0,4.0
0,1,21,1,0,0,628,3.0,3.0,3.0,3.0
0,1,16,1,0,0,628,4.0,3.0,3.0,2.0
0,0,25,1,0,0,628,1.0,4.0,2.0,2.0
0,0,27,1,0,0,628,3.0,4.0,2.0,1.0
0,0,39,1,0,0,628,4.0,4.0,3.0,2.0
1,1,54,1,0,0,628,4.0,4.0,4.0,3.0
0,0,7,1,0,0,628,2.0,2.0,2.0,3.0
0,0,7,1,0,0,804,4.0,3.0,3.0,2.0
0,1,37,1,0,0,804,1.0,3.0,3.0,2.0
0,0,33,1,0,0,804,2.0,3.0,4.0,3.0
1,1,60,1,1,2,2870,4.0,4.0,2.0,3.0
0,0,9,0,1,0,804,2.0,3.0,3.0,2.0
0,0,28,0,1,2,628,1.0,4.0,4.0,4.0
0,1,24,1,1,1,804,2.0,3.0,1.0,2.0
0,1,34,1,1,1,628,2.0,3.0,1.0,2.0
0,0,23,1,0,1,628,4.0,3.0,3.0,2.0
0,1,49,1,0,1,628,4.0,4.0,2.0,1.0
1,0,42,1,1,2,472,3.0,4.0,4.0,3.0
1,1,21,0,1,0,472,3.0,4.0,2.0,1.0
1,1,48,1,1,2,3459,3.0,4.0,4.0,3.0
1,0,48,1,1,2,3277,3.0,4.0,3.0,4.0
1,1,47,1,1,2,3075,3.0,3.0,4.0,3.0
0,1,23,0,1,0,472,4.0,3.0,2.0,1.0
1,0,39,1,1,2,2574,3.0,4.0,2.0,3.0
1,0,49,1,1,2,3798,2.0,4.0,1.0,3.0
0,0,42,1,0,0,472,3.0,2.0,2.0,3.0
0,1,70,1,0,0,472,2.0,4.0,2.0,2.0
1,1,22,0,1,0,472,4.0,4.0,3.0,3.0
0,1,20,0,1,0,770,3.0,4.0,2.0,2.0
1,1,22,0,1,2,770,0.0,4.0,3.0,4.0
0,1,25,0,1,2,533,4.0,2.0,2.0,2.0
0,1,58,1,1,2,2001,3.0,2.0,2.0,2.0
0,0,24,0,1,0,533,1.0,4.0,3.0,3.0
1,0,51,1,1,2,3590,3.0,4.0,3.0,3.0
1,0,40,1,1,2,533,3.0,4.0,2.0,3.0
1,0,60,1,1,2,2710,4.0,2.0,3.0,3.0
0,0,37,0,1,2,533,4.0,4.0,2.0,2.0
1,0,14,1,1,2,2373,3.0,4.0,4.0,3.0
1,1,55,1,1,2,3181,4.0,4.0,2.0,3.0
1,0,22,0,1,2,533,4.0,4.0,1.0,1.0
1,1,44,1,1,2,770,4.0,4.0,3.0,3.0
0,0,8,0,1,0,770,3.0,2.0,3.0,2.0
1,1,57,1,1,2,533,4.0,3.0,4.0,3.0
0,1,40,1,1,0,770,3.0,3.0,3.0,2.0
0,1,7,1,1,0,533,2.0,3.0,2.0,2.0
1,1,50,1,1,2,770,3.0,1.0,4.0,3.0
0,1,29,0,1,0,770,3.0,3.0,4.0,3.0
1,1,40,1,1,2,3987,4.0,3.0,1.0,3.0
1,1,48,1,1,2,2405,3.0,4.0,4.0,3.0
0,1,26,0,1,0,533,2.0,2.0,3.0,4.0
1,1,32,1,1,2,3861,3.0,3.0,2.0,3.0
1,0,26,1,1,2,3717,3.0,4.0,3.0,3.0
0,0,55,1,1,0,533,3.0,2.0,1.0,3.0
0,0,19,1,1,2,1997,2.0,3.0,4.0,2.0
0,0,26,1,1,2,533,4.0,2.0,4.0,3.0
0,1,15,1,1,2,2131,2.0,3.0,2.0,2.0
1,1,42,1,1,2,3375,4.0,4.0,2.0,3.0
1,0,59,1,1,0,533,4.0,4.0,3.0,2.0
1,1,38,1,1,2,370,2.0,3.0,2.0,3.0
1,1,7,1,1,2,370,3.0,3.0,5.0,2.0
1,0,53,1,1,2,370,3.0,5.0,1.0,1.0
0,1,18,1,1,2,2759,2.0,3.0,4.0,2.0
0,1,16,1,1,2,770,1.0,2.0,3.0,3.0
0,1,16,1,0,0,770,3.0,3.0,3.0,2.0
0,0,50,1,0,0,770,4.0,4.0,3.0,3.0
0,0,27,1,0,0,770,3.0,3.0,3.0,2.0
0,0,65,1,0,0,533,4.0,2.0,2.0,2.0
0,1,40,1,0,0,533,2.0,3.0,3.0,3.0
0,1,68,1,0,0,770,4.0,4.0,3.0,3.0
0,0,68,1,0,0,533,3.0,2.0,2.0,3.0
0,0,67,1,0,0,770,3.0,4.0,3.0,2.0
0,1,23,1,0,0,533,4.0,4.0,3.0,2.0
0,0,32,1,0,0,533,1.0,3.0,3.0,3.0
0,0,70,1,0,0,533,3.0,1.0,2.0,3.0
0,0,20,1,0,0,770,2.0,4.0,2.0,2.0
1,1,46,1,0,0,770,3.0,4.0,3.0,3.0
0,1,48,1,0,0,770,1.0,4.0,3.0,3.0
0,0,70,1,0,0,533,3.0,2.0,3.0,3.0
0,1,62,1,0,0,770,4.0,4.0,2.0,2.0
1,1,13,0,1,2,770,0.0,4.0,3.0,4.0
1,0,46,1,1,2,533,4.0,3.0,2.0,3.0
1,0,23,0,1,0,533,2.0,3.0,3.0,3.0
0,1,8,1,1,1,770,2.0,2.0,1.0,2.0
0,0,28,1,1,1,533,1.0,3.0,3.0,2.0
0,0,18,1,1,1,770,2.0,2.0,4.0,3.0
1,0,24,1,1,2,2630,4.0,4.0,3.0,3.0
0,1,22,1,1,1,370,2.0,2.0,4.0,2.0
1,0,28,0,1,2,680,0.0,4.0,3.0,4.0
0,1,50,1,1,2,3570,2.0,3.0,2.0,3.0
1,0,18,1,0,2,680,1.0,4.0,3.0,3.0
0,1,43,0,1,2,680,3.0,4.0,2.0,3.0
1,1,53,1,1,2,2304,3.0,4.0,2.0,4.0
1,1,46,1,1,2,1689,4.0,3.0,3.0,3.0
1,1,46,1,1,2,680,3.0,4.0,3.0,4.0
1,1,43,1,1,2,2186,3.0,3.0,3.0,3.0
1,0,24,1,1,2,2333,3.0,4.0,4.0,3.0
0,0,38,1,1,2,3385,2.0,2.0,2.0,3.0
0,1,64,1,1,0,680,2.0,2.0,3.0,2.0
1,0,60,1,1,2,680,3.0,4.0,2.0,3.0
0,1,48,1,1,0,680,1.0,2.0,2.0,2.0
1,0,41,1,1,2,1573,3.0,4.0,4.0,3.0
1,1,39,0,1,2,280,4.0,2.0,4.0,4.0
0,0,57,1,0,0,680,4.0,4.0,2.0,3.0
0,0,60,1,0,0,680,3.0,2.0,2.0,4.0
0,1,38,1,0,0,680,3.0,3.0,3.0,2.0
1,0,52,1,1,2,680,3.0,3.0,4.0,3.0
1,1,42,1,1,2,680,3.0,5.0,4.0,3.0
0,0,44,0,1,1,680,3.0,2.0,2.0,2.0
1,1,27,1,1,2,3615,3.0,3.0,3.0,3.0
1,1,54,1,1,2,1123,3.0,4.0,4.0,4.0
1,1,51,1,1,2,1689,3.0,4.0,1.0,3.0
1,1,44,1,1,2,1123,3.0,4.0,2.0,3.0
1,0,56,1,1,2,3093,4.0,4.0,1.0,3.0
1,0,41,1,1,2,3048,3.0,5.0,2.0,3.0
0,0,27,1,1,0,1015,1.0,3.0,4.0,2.0
0,0,25,0,1,0,1015,2.0,4.0,3.0,3.0
1,0,59,1,0,0,1015,3.0,2.0,3.0,3.0
0,1,48,1,0,0,1015,3.0,2.0,3.0,3.0
0,0,24,1,0,0,1015,2.0,2.0,3.0,3.0
0,1,24,1,0,0,1123,2.0,3.0,3.0,3.0
1,1,56,1,1,2,2255,3.0,3.0,3.0,4.0
0,1,7,1,0,1,1015,2.0,3.0,3.0,3.0
0,1,36,0,1,2,254,1.0,3.0,2.0,2.0
0,0,31,1,0,2,1754,2.0,3.0,2.0,2.0
1,0,41,1,1,2,1754,4.0,4.0,2.0,3.0
1,0,43,1,1,2,1754,3.0,3.0,2.0,3.0
1,0,54,1,1,2,1754,3.0,4.0,4.0,3.0
1,0,60,1,1,2,1754,2.0,4.0,2.0,2.0
1,0,23,0,1,2,1046,1.0,4.0,2.0,1.0
0,1,44,1,1,0,1754,2.0,1.0,2.0,3.0
0,0,31,1,1,0,1754,2.0,3.0,1.0,3.0
0,1,41,1,0,0,1754,3.0,2.0,2.0,3.0
0,1,11,1,1,1,1754,3.0,2.0,2.0,3.0
0,1,10,0,1,0,1240,3.0,3.0,1.0,2.0
1,0,20,1,1,2,1491,3.0,3.0,4.0,3.0
0,1,25,1,0,2,1491,2.0,3.0,4.0,3.0
1,0,29,1,1,2,1491,4.0,4.0,1.0,3.0
1,1,60,1,1,2,1491,3.0,4.0,4.0,3.0
1,1,40,1,1,2,1491,3.0,3.0,3.0,3.0
1,0,44,1,1,2,1491,3.0,4.0,4.0,4.0
0,0,23,0,1,0,1491,2.0,3.0,3.0,4.0
0,0,54,1,1,0,1491,2.0,3.0,2.0,4.0
0,0,24,1,1,2,1491,1.0,3.0,3.0,3.0
0,0,31,0,1,0,911,2.0,3.0,2.0,2.0
0,0,26,0,1,0,1491,3.0,3.0,3.0,3.0
0,0,54,0,1,0,1091,3.0,3.0,2.0,1.0
1,0,66,1,1,0,1091,2.0,4.0,2.0,4.0
0,0,54,1,0,0,1491,3.0,3.0,2.0,1.0
0,1,20,1,0,0,1491,1.0,2.0,2.0,2.0
0,1,50,1,0,0,1491,2.0,2.0,2.0,2.0
0,0,70,1,0,0,1491,2.0,2.0,3.0,2.0
0,0,30,1,0,0,1491,1.0,3.0,2.0,2.0
0,1,50,1,0,0,1491,1.0,3.0,3.0,3.0
0,1,69,1,0,0,1491,2.0,3.0,2.0,2.0
0,1,22,0,1,0,1062,2.0,3.0,3.0,2.0
1,1,39,1,1,2,3387,3.0,3.0,4.0,3.0
0,0,21,0,1,0,1062,1.0,3.0,3.0,4.0
1,1,44,1,1,2,1062,3.0,1.0,2.0,4.0
1,0,47,1,1,2,2383,4.0,3.0,1.0,3.0
1,0,23,1,1,2,3340,3.0,3.0,1.0,3.0
0,1,39,1,1,2,2263,3.0,1.0,3.0,3.0
1,0,33,1,1,2,1062,4.0,3.0,2.0,3.0
0,0,48,0,1,0,1062,3.0,3.0,2.0,2.0
0,0,50,1,1,2,1062,3.0,3.0,2.0,4.0
0,0,24,0,1,0,662,5.0,3.0,2.0,1.0
1,1,7,1,1,0,662,3.0,3.0,4.0,3.0
0,0,10,1,0,0,1062,4.0,3.0,3.0,1.0
0,1,25,1,0,0,1062,4.0,4.0,2.0,2.0
0,1,54,1,0,0,1062,4.0,2.0,2.0,2.0
0,1,43,1,0,0,1062,2.0,2.0,2.0,3.0
0,0,20,1,0,0,1062,4.0,4.0,3.0,2.0
1,0,40,1,1,2,3240,4.0,4.0,3.0,3.0
0,0,26,0,1,2,1024,4.0,3.0,3.0,3.0
1,1,35,1,1,2,3299,3.0,5.0,2.0,3.0
0,0,46,1,1,2,2146,2.0,4.0,4.0,3.0
0,0,35,0,1,0,1024,2.0,2.0,3.0,3.0
0,1,29,1,0,0,1024,1.0,4.0,3.0,2.0
0,0,23,1,1,1,1024,2.0,3.0,5.0,2.0
1,1,33,1,1,2,977,3.0,4.0,2.0,3.0
0,0,26,0,1,2,977,2.0,4.0,3.0,2.0
1,1,55,1,1,2,977,4.0,1.0,4.0,3.0
1,0,45,1,1,2,3638,3.0,4.0,2.0,4.0
0,0,38,1,0,0,977,3.0,3.0,4.0,4.0
0,1,7,1,0,0,977,3.0,3.0,4.0,3.0
0,0,14,1,0,0,977,3.0,3.0,2.0,2.0
1,1,22,0,1,2,895,1.0,3.0,3.0,3.0
0,0,22,1,0,2,895,4.0,2.0,3.0,2.0
0,0,13,1,0,2,895,1.0,3.0,3.0,2.0
0,1,60,1,0,2,895,3.0,1.0,3.0,4.0
1,1,31,1,1,2,895,3.0,3.0,3.0,3.0
0,1,21,0,1,0,895,2.0,4.0,2.0,1.0
1,1,24,0,1,2,895,2.0,4.0,3.0,4.0
1,0,48,1,1,2,895,3.0,3.0,2.0,4.0
1,1,40,1,1,2,1548,3.0,4.0,1.0,4.0
1,0,50,1,1,2,1795,3.0,3.0,1.0,3.0
0,1,39,0,1,2,895,4.0,4.0,3.0,2.0
1,0,27,1,1,2,1755,4.0,4.0,4.0,3.0
1,1,48,1,1,2,895,4.0,4.0,3.0,3.0
1,1,51,1,1,2,895,4.0,2.0,3.0,4.0
1,1,44,1,1,2,3642,4.0,3.0,4.0,4.0
0,0,52,1,1,0,895,3.0,3.0,4.0,3.0
0,0,54,1,1,0,895,2.0,4.0,1.0,3.0
0,0,51,1,1,0,895,2.0,3.0,3.0,2.0
1,0,24,0,1,0,895,1.0,4.0,3.0,4.0
1,0,39,1,1,2,895,3.0,4.0,1.0,3.0
0,1,39,1,1,2,1564,2.0,3.0,2.0,3.0
0,0,48,1,1,2,3745,3.0,3.0,2.0,3.0
0,0,20,0,1,0,895,1.0,3.0,2.0,2.0
0,1,24,1,1,2,3993,2.0,2.0,4.0,2.0
0,0,25,0,1,0,895,3.0,3.0,2.0,1.0
0,0,25,1,1,2,895,1.0,3.0,2.0,2.0
0,0,64,1,1,2,3866,2.0,1.0,4.0,2.0
1,1,41,1,1,2,1982,2.0,5.0,2.0,3.0
0,1,39,1,1,2,2130,2.0,2.0,3.0,3.0
1,1,20,0,1,0,495,4.0,2.0,3.0,3.0
1,1,50,1,1,2,2272,2.0,5.0,2.0,3.0
0,0,47,0,1,0,495,4.0,3.0,2.0,3.0
1,0,63,1,0,0,895,3.0,2.0,4.0,4.0
1,0,60,1,0,0,895,2.0,2.0,1.0,2.0
0,0,67,1,0,0,895,2.0,4.0,3.0,3.0
0,1,45,1,0,0,895,1.0,3.0,2.0,2.0
0,0,33,1,0,0,895,1.0,3.0,3.0,3.0
0,0,18,1,0,0,895,5.0,3.0,3.0,2.0
0,0,31,1,0,0,895,4.0,3.0,3.0,1.0
1,0,29,1,0,0,895,4.0,2.0,3.0,4.0
0,1,41,1,0,0,895,2.0,4.0,2.0,2.0
0,0,35,1,0,0,895,3.0,2.0,2.0,2.0
0,0,45,1,0,0,895,3.0,1.0,3.0,2.0
0,1,49,1,0,0,895,1.0,2.0,2.0,2.0
0,1,57,1,0,0,895,1.0,4.0,3.0,3.0
0,1,28,1,0,0,895,2.0,3.0,3.0,3.0
0,1,14,1,0,0,895,3.0,2.0,3.0,1.0
0,0,45,1,0,0,895,2.0,4.0,2.0,1.0
1,0,60,1,1,2,895,3.0,2.0,4.0,3.0
1,1,60,1,1,2,2198,3.0,4.0,3.0,3.0
1,1,25,1,1,2,2769,3.0,4.0,2.0,3.0
0,1,56,1,1,1,895,1.0,3.0,2.0,2.0
0,0,31,1,0,1,895,4.0,4.0,2.0,1.0
0,1,68,1,0,1,895,2.0,3.0,3.0,3.0
1,0,31,1,1,2,2918,4.0,4.0,4.0,3.0
1,1,45,1,1,2,649,3.0,4.0,1.0,3.0
1,1,30,1,1,2,649,4.0,4.0,1.0,3.0
0,0,40,0,1,2,649,3.0,3.0,2.0,2.0
1,1,42,1,1,2,649,3.0,2.0,4.0,4.0
1,0,47,1,1,2,3715,3.0,4.0,4.0,3.0
0,1,22,0,1,0,649,2.0,3.0,2.0,3.0
0,1,28,1,1,2,3090,2.0,3.0,1.0,3.0
0,0,34,1,0,0,649,2.0,3.0,3.0,3.0
0,0,24,0,1,0,649,2.0,4.0,4.0,3.0
1,0,51,1,1,2,799,3.0,2.0,3.0,3.0
1,1,58,1,0,2,1199,2.0,3.0,3.0,3.0
1,0,34,1,1,2,1813,3.0,3.0,3.0,3.0
1,1,45,1,1,2,1199,3.0,4.0,4.0,3.0
1,1,43,1,1,2,1199,3.0,3.0,3.0,3.0
1,0,29,1,1,2,1537,3.0,3.0,4.0,3.0
1,1,30,1,1,2,3470,3.0,4.0,1.0,3.0
1,1,54,1,1,2,2625,3.0,4.0,2.0,3.0
0,0,25,0,1,2,1199,3.0,3.0,2.0,2.0
1,0,55,1,1,2,1199,3.0,1.0,4.0,4.0
0,0,41,1,1,0,1199,3.0,3.0,4.0,3.0
0,0,35,1,1,2,2125,3.0,3.0,1.0,3.0
0,1,29,0,1,0,1199,2.0,2.0,3.0,3.0
0,1,54,1,1,0,799,3.0,3.0,3.0,2.0
0,0,8,1,1,2,799,3.0,2.0,2.0,3.0
0,1,25,1,0,0,1199,1.0,3.0,2.0,2.0
0,0,25,1,0,0,1199,2.0,2.0,3.0,4.0
0,0,56,1,0,0,1199,3.0,1.0,2.0,3.0
0,0,25,1,0,0,1199,2.0,2.0,3.0,2.0
1,0,31,1,0,0,1199,2.0,2.0,1.0,1.0
0,0,36,1,0,0,1199,1.0,1.0,3.0,4.0
1,1,52,1,1,2,1506,4.0,4.0,2.0,3.0
1,0,49,0,1,2,1506,0.0,4.0,3.0,4.0
0,1,25,0,1,2,1506,3.0,2.0,2.0,2.0
0,1,29,0,1,2,1546,4.0,3.0,2.0,2.0
1,0,41,1,1,2,1506,3.0,3.0,1.0,3.0
1,1,45,1,1,2,1546,3.0,4.0,3.0,3.0
1,0,42,1,1,2,1506,4.0,3.0,2.0,3.0
1,1,34,1,1,2,1703,4.0,3.0,2.0,3.0
0,1,22,0,1,0,733,3.0,4.0,3.0,2.0
1,1,43,1,1,2,1506,4.0,3.0,2.0,3.0
1,1,39,1,1,2,1447,3.0,4.0,2.0,3.0
